"","values","value2"
"931",0.0519,0.0519
"932",0.0029,0.0029
"933",0.0891,0.0891
"934",0.0087,0.0087
"935",0.0907,0.0907
"936",0.0051,0.0051
"937",0.104,0.104
"938",0.0155,0.0155
"939",0.03465,0.03465
"940",0.0426,0.0426
"941",0.0308,0.0308
"942",0.0237,0.0237
"943",0.0331,0.0331
"944",0.0253,0.0253
"945",0.04615,0.04615
"946",0.015,0.015
"947",0.0214,0.0214
"948",0.0094,0.0094
"949",0.011,0.011
"950",0.0149,0.0149
"951",0.00605,0.00605
"952",0.0078,0.0078
"953",0.00325,0.00325
"954",0.0037,0.0037
"955",0.00315,0.00315
"956",0.0024,0.0024
"957",0.00285,0.00285
"958",0.0027,0.0027
"959",0.0047,0.0047
"960",0.0032,0.0032
"961",0.00655,0.00655
"962",0.0031,0.0031
"963",0.0239,0.0239
"964",0.0025,0.0025
"965",0.07335,0.07335
"966",0.0069,0.0069
"967",0.06885,0.06885
"968",0.0029,0.0029
"969",0.04915,0.04915
"970",0.0121,0.0121
"971",0.0319,0.0319
"972",0.0342,0.0342
"973",0.02335,0.02335
"974",0.0195,0.0195
"975",0.0155,0.0155
"976",0.0196,0.0196
"977",0.0041,0.0041
"978",0.0021,0.0021
"979",0.00295,0.00295
"980",0.0029,0.0029
"981",0.0047,0.0047
"982",0.0031,0.0031
"983",0.0042,0.0042
"984",0.0028,0.0028
"985",0.00365,0.00365
"986",0.0028,0.0028
"987",0.00275,0.00275
"988",0.0026,0.0026
"989",0.03095,0.03095
"990",0.0047,0.0047
"991",0.0167,0.0167
"992",0.004,0.004
"993",0.1165,0.1165
"994",0.0054,0.0054
"995",0.11225,0.11225
"996",0.003,0.003
"997",0.082,0.082
"998",0.0285,0.0285
"999",0.01835,0.01835
"1000",0.0289,0.0289
"1001",0.00305,0.00305
"1002",0.0025,0.0025
"1003",0.00375,0.00375
"1004",0.0047,0.0047
"1005",0.00395,0.00395
"1006",0.0023,0.0023
"1007",0.00375,0.00375
"1008",0.0035,0.0035
"1009",0.0053,0.0053
"1010",0.0056,0.0056
"1011",0.0038,0.0038
"1012",0.0025,0.0025
"1013",0.00875,0.00875
"1014",0.0029,0.0029
"1015",0.09955,0.09955
"1016",0.0037,0.0037
"1017",NA,NA
"1018",0.06365,0.06365
"1019",0.0076,0.0076
"1020",0.09455,0.09455
"1021",0.0024,0.0024
"1022",0.0469,0.0469
"1023",0.015,0.015
"1024",0.0085,0.0085
"1025",0.0027,0.0027
"1026",0.01795,0.01795
"1027",0.0025,0.0025
"1028",0.0042,0.0042
"1029",0.0047,0.0047
"1030",0.00325,0.00325
"1031",0.0031,0.0031
"1032",0.00335,0.00335
"1033",0.006,0.006
"1034",0.00285,0.00285
"1035",0.0022,0.0022
"1036",0.0054,0.0054
"1037",0.0027,0.0027
"1038",0.00425,0.00425
"1039",0.0022,0.0022
"1040",0.0052,0.0052
"1041",0.0025,0.0025
"1042",0.0264,0.0264
"1043",0.0024,0.0024
"1044",0.07905,0.07905
"1045",0.0095,0.0095
"1046",0.09545,0.09545
"1047",0.0044,0.0044
"1048",0.0463,0.0463
"1049",0.0057,0.0057
"1050",0.09705,0.09705
"1051",0.0412,0.0412
"1052",0.03275,0.03275
"1053",0.0556,0.0556
"1054",0.03495,0.03495
"1055",0.0075,0.0075
"1056",0.0265,0.0265
"1057",0.0109,0.0109
"1058",0,0.007
"1059",0,0.007
"1060",0,0.007
"1061",0,0.007
"1062",0.0034,0.0034
"1063",0.002,0.002
"1064",0.0035,0.0035
"1065",0.0022,0.0022
"1066",0.0031,0.0031
"1067",0.0025,0.0025
"1068",0.0033,0.0033
"1069",0.0017,0.0017
"1070",0.0067,0.0067
"1071",0.0039,0.0039
"1072",NA,NA
"1073",NA,NA
"1074",0.0038,0.0038
"1075",0.0022,0.0022
"1076",0.0122,0.0122
"1077",0.0064,0.0064
"1078",0.0261,0.0261
"1079",0.0032,0.0032
"1080",0.0405,0.0405
"1081",0.0024,0.0024
"1082",0.0752,0.0752
"1083",0.0049,0.0049
"1084",0.0457,0.0457
"1085",0.005,0.005
"1086",0.0452,0.0452
"1087",0.0026,0.0026
"1088",0.0226,0.0226
"1089",0,0.0016
"1090",0.0237,0.0237
"1091",0.0057,0.0057
"1092",0.012,0.012
"1093",0.0022,0.0022
"1094",0.0181,0.0181
"1095",0.0033,0.0033
"1096",0.0116,0.0116
"1097",0.0073,0.0073
"1098",0.0018,0.0018
"1099",0.0035,0.0035
"1100",0.016,0.016
"1101",0.0076,0.0076
"1102",0.0034,0.0034
