"station"	"date"	"layer"	"no23f..Data.values"	"no23f..Data.value2"	"no23f.remark.codes"	"no23f.value.codes"	"no23f.reporting.level"	"no23f.reporting.method"	"no23f.reporting.units"	"no23f.analyte.method"	"no23f.analyte.name"	"no23f.unique.code"
"CB3.3C"	1991-09-04	"B"	 0.05750	 0.05750	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-09-04	"S"	 0.01550	 0.01550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-09-17	"B"	 0.13500	 0.13500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-09-17	"S"	 0.00390	 0.00390	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-10-02	"B"	 0.10500	 0.10500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-10-02	"S"	 0.03940	 0.03940	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-10-15	"B"	 0.08295	 0.08295	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-10-15	"S"	 0.05480	 0.05480	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-11-05	"B"	 0.01740	 0.01740	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-11-05	"S"	 0.11140	 0.11140	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-12-03	"B"	 0.02835	 0.02835	" "	""	NA	""	""	""	""	""
"CB3.3C"	1991-12-03	"S"	 0.08600	 0.08600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-01-07	"B"	 0.07750	 0.07750	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-01-07	"S"	 0.55500	 0.55500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-02-11	"B"	 0.05400	 0.05400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-02-11	"S"	 0.34900	 0.34900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-03-12	"B"	 0.06550	 0.06550	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-03-12	"S"	 0.44700	 0.44700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-03-31	"B"	 0.17600	 0.17600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-03-31	"S"	 1.00000	 1.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-04-15	"B"	 0.25150	 0.25150	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-04-15	"S"	 0.72100	 0.72100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-04-28	"B"	 0.22450	 0.22450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-04-28	"S"	 0.93000	 0.93000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-05-12	"B"	 0.11400	 0.11400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-05-12	"S"	 0.57200	 0.57200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-05-27	"B"	 0.08700	 0.08700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-05-27	"S"	 0.28900	 0.28900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-09	"B"	 0.06635	 0.06635	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-09	"S"	 0.32000	 0.32000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-23	"B"	 0.06145	 0.06145	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-06-23	"S"	 0.21200	 0.21200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-07	"B"	 0.04145	 0.04145	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-07	"S"	 0.09200	 0.09200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-21	"B"	 0.00425	 0.00425	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-07-21	"S"	 0.01190	 0.01190	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-12	"B"	 0.00355	 0.00355	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-12	"S"	 0.09000	 0.09000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-25	"B"	 0.00535	 0.00535	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-08-25	"S"	 0.06000	 0.06000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-09	"B"	 0.06650	 0.06650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-09	"S"	 0.23800	 0.23800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-28	"B"	 0.12300	 0.12300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-09-28	"S"	 0.14500	 0.14500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-07	"B"	 0.13950	 0.13950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-07	"S"	 0.25300	 0.25300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-20	"B"	 0.07245	 0.07245	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-10-20	"S"	 0.17700	 0.17700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-11-18	"B"	 0.06680	 0.06680	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-11-18	"S"	 0.32100	 0.32100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-12-08	"B"	 0.05555	 0.05555	" "	""	NA	""	""	""	""	""
"CB3.3C"	1992-12-08	"S"	 0.50800	 0.50800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-01-05	"B"	 0.21650	 0.21650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-01-05	"S"	 0.73000	 0.73000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-02-09	"B"	 0.28650	 0.28650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-02-09	"S"	 0.58100	 0.58100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-10	"B"	 0.27650	 0.27650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-10	"S"	 0.66300	 0.66300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-30	"B"	 0.31350	 0.31350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-03-30	"S"	 1.75000	 1.75000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-13	"B"	 0.19950	 0.19950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-13	"S"	 1.02000	 1.02000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-28	"B"	 0.44450	 0.44450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-04-28	"S"	 1.06000	 1.06000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-11	"B"	 0.37700	 0.37700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-11	"S"	 0.87000	 0.87000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-25	"B"	 0.25700	 0.25700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-05-25	"S"	 0.73600	 0.73600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-15	"B"	 0.00595	 0.00595	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-15	"S"	 0.38300	 0.38300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-29	"B"	 0.00295	 0.00295	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-06-29	"S"	 0.23500	 0.23500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-13	"B"	 0.00740	 0.00740	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-13	"S"	 0.18000	 0.18000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-27	"B"	 0.00410	 0.00410	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-07-27	"S"	 0.04580	 0.04580	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-10	"B"	 0.00260	 0.00260	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-10	"S"	 0.00310	 0.00310	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-24	"B"	 0.00595	 0.00595	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-08-24	"S"	 0.00350	 0.00350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-14	"B"	 0.01090	 0.01090	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-14	"S"	 0.00610	 0.00610	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-28	"B"	 0.16650	 0.16650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-09-28	"S"	 0.08600	 0.08600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-13	"B"	 0.17800	 0.17800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-13	"S"	 0.11600	 0.11600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-25	"B"	 0.05460	 0.05460	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-10-25	"S"	 0.11800	 0.11800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-11-16	"B"	 0.09500	 0.09500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-11-16	"S"	 0.22900	 0.22900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-12-07	"B"	 0.07920	 0.07920	" "	""	NA	""	""	""	""	""
"CB3.3C"	1993-12-07	"S"	 0.79900	 0.79900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-01-06	"B"	 0.14850	 0.14850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-01-06	"S"	 0.62400	 0.62400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-08	"B"	 0.33100	 0.33100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-08	"S"	 0.98000	 0.98000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-23	"B"	 0.39750	 0.39750	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-03-23	"S"	 1.28000	 1.28000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-05	"B"	 0.59800	 0.59800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-05	"S"	 1.34000	 1.34000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-19	"B"	 0.69500	 0.69500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-04-19	"S"	 1.00000	 1.00000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-03	"B"	 0.52850	 0.52850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-03	"S"	 0.90000	 0.90000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-26	"B"	 0.44400	 0.44400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-05-26	"S"	 0.56900	 0.56900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-14	"B"	 0.25400	 0.25400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-14	"S"	 0.34300	 0.34300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-28	"B"	 0.13300	 0.13300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-06-28	"S"	 0.21700	 0.21700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-12	"B"	 0.00750	 0.00750	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-12	"S"	 0.14300	 0.14300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-26	"B"	 0.01075	 0.01075	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-07-26	"S"	 0.08600	 0.08600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-16	"B"	 0.00880	 0.00880	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-16	"S"	 0.03720	 0.03720	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-30	"B"	 0.00280	 0.00280	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-08-30	"S"	 0.30100	 0.30100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-13	"B"	 0.01030	 0.01030	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-13	"S"	 0.05620	 0.05620	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-27	"B"	 0.05390	 0.05390	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-09-27	"S"	 0.03930	 0.03930	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-12	"B"	 0.06715	 0.06715	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-12	"S"	 0.17000	 0.17000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-24	"B"	 0.02785	 0.02785	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-10-24	"S"	 0.23700	 0.23700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-11-15	"B"	 0.07060	 0.07060	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-11-15	"S"	 0.23700	 0.23700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-12-13	"B"	 0.08700	 0.08700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1994-12-13	"S"	 0.65300	 0.65300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-01-10	"B"	 0.15300	 0.15300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-01-10	"S"	 0.37100	 0.37100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-02-14	"B"	 0.30150	 0.30150	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-02-14	"S"	 0.71200	 0.71200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-07	"B"	 0.17600	 0.17600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-07	"S"	 0.73800	 0.73800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-21	"B"	 0.29600	 0.29600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-03-21	"S"	 0.66600	 0.66600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-11	"B"	 0.12500	 0.12500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-11	"S"	 0.65000	 0.65000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-25	"B"	 0.15400	 0.15400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-04-25	"S"	 0.65600	 0.65600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-09	"B"	 0.11050	 0.11050	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-09	"S"	 0.36000	 0.36000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-23	"B"	 0.09450	 0.09450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-05-23	"S"	 0.08440	 0.08440	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-06	"B"	 0.05210	 0.05210	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-06	"S"	 0.09400	 0.09400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-20	"B"	 0.05005	 0.05005	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-06-20	"S"	 0.01830	 0.01830	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-11	"B"	 0.00930	 0.00930	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-11	"S"	 0.02010	 0.02010	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-25	"B"	 0.00355	 0.00355	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-07-25	"S"	 0.00240	 0.00240	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-08	"B"	 0.00360	 0.00360	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-08	"S"	 0.01610	 0.01610	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-22	"B"	 0.19100	 0.19100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-08-22	"S"	 0.00320	 0.00320	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-06	"B"	 0.01300	 0.01300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-06	"S"	 0.00690	 0.00690	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-19	"B"	 0.00345	 0.00345	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-09-19	"S"	 0.04860	 0.04860	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-03	"B"	 0.11950	 0.11950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-03	"S"	 0.00590	 0.00590	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-17	"B"	 0.06880	 0.06880	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-10-17	"S"	 0.01930	 0.01930	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-11-16	"B"	 0.07420	 0.07420	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-11-16	"S"	 0.42800	 0.42800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-12-14	"B"	 0.06205	 0.06205	" "	""	NA	""	""	""	""	""
"CB3.3C"	1995-12-14	"S"	 0.66800	 0.66800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-01-30	"B"	 0.32700	 0.32700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-01-30	"S"	 1.50000	 1.50000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-02-14	"B"	 0.41800	 0.41800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-02-14	"S"	 0.91200	 0.91200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-03-12	"B"	 0.32750	 0.32750	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-03-12	"S"	 1.15000	 1.15000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-09	"B"	 0.29750	 0.29750	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-09	"S"	 0.89800	 0.89800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-23	"B"	 0.50700	 0.50700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-04-23	"S"	 1.03000	 1.03000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-14	"B"	 0.57500	 0.57500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-14	"S"	 0.96400	 0.96400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-29	"B"	 0.18000	 0.18000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-05-29	"S"	 0.65300	 0.65300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-06-11	"B"	 0.00535	 0.00535	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-06-11	"S"	 0.45100	 0.45100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-09	"B"	 0.00495	 0.00495	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-09	"S"	 0.10300	 0.10300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-23	"B"	 0.00350	 0.00350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-07-23	"S"	 0.18200	 0.18200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-06	"B"	 0.00225	 0.00225	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-06	"S"	 0.20500	 0.20500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-27	"B"	 0.00945	 0.00945	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-08-27	"S"	 0.04270	 0.04270	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-09-10	"B"	 0.00735	 0.00735	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-09-10	"S"	 0.00310	 0.00310	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-10-09	"B"	 0.20500	 0.20500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-10-09	"S"	 0.42400	 0.42400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-11-19	"B"	 0.14000	 0.14000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-11-19	"S"	 0.79700	 0.79700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-12-10	"B"	 0.17950	 0.17950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1996-12-10	"S"	 0.87300	 0.87300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-01-15	"B"	 0.25700	 0.25700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-01-15	"S"	 0.95600	 0.95600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-02-12	"B"	 0.13700	 0.13700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-02-12	"S"	 0.65400	 0.65400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-03-05	"B"	 0.32350	 0.32350	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-03-05	"S"	 1.27000	 1.27000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-03	"B"	 0.49200	 0.49200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-03	"S"	 0.91600	 0.91600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-15	"B"	 0.20000	 0.20000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-04-15	"S"	 0.88200	 0.88200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-13	"B"	 0.16850	 0.16850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-13	"S"	 0.44700	 0.44700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-29	"B"	 0.21450	 0.21450	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-05-29	"S"	 0.35200	 0.35200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-06-10	"B"	 0.17900	 0.17900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-06-10	"S"	 0.21000	 0.21000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-15	"B"	 0.01600	 0.01600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-15	"S"	 0.00500	 0.00500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-29	"B"	 0.00225	 0.00225	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-07-29	"S"	 0.03160	 0.03160	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-12	"B"	 0.00425	 0.00425	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-12	"S"	 0.00290	 0.00290	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-26	"B"	 0.00640	 0.00640	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-08-26	"S"	 0.00880	 0.00880	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-09-09	"B"	 0.23850	 0.23850	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-09-09	"S"	 0.06440	 0.06440	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-10-16	"B"	 0.23300	 0.23300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-10-16	"S"	 0.08080	 0.08080	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-11-18	"B"	 0.04865	 0.04865	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-11-18	"S"	 0.39300	 0.39300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-12-09	"B"	 0.04080	 0.04080	" "	""	NA	""	""	""	""	""
"CB3.3C"	1997-12-09	"S"	 0.36400	 0.36400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-01-07	"B"	 0.10600	 0.10600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-01-07	"S"	 0.32700	 0.32700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-02-10	"B"	 0.27700	 0.27700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-02-10	"S"	 0.91600	 0.91600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-03-24	"B"	 0.32950	 0.32950	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-03-24	"S"	 1.08000	 1.08000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-07	"B"	 0.22700	 0.22700	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-07	"S"	 1.15000	 1.15000	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-21	"B"	 0.15400	 0.15400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-04-21	"S"	 0.97300	 0.97300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-05	"B"	 0.20900	 0.20900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-05	"S"	 0.69500	 0.69500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-19	"B"	 0.15800	 0.15800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-05-19	"S"	 0.95500	 0.95500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-06-03	"B"	 0.15650	 0.15650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-06-03	"S"	 0.37500	 0.37500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-07	"B"	 0.00290	 0.00290	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-07	"S"	 0.19100	 0.19100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-21	"B"	 0.00555	 0.00555	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-07-21	"S"	 0.37500	 0.37500	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-04	"B"	 0.00315	 0.00315	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-04	"S"	 0.12900	 0.12900	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-18	"B"	 0.00335	 0.00335	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-08-18	"S"	 0.06420	 0.06420	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-09-02	"B"	 0.00250	 0.00250	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-09-02	"S"	 0.00260	 0.00260	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-10-14	"B"	 0.20650	 0.20650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-10-14	"S"	 0.18800	 0.18800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-11-17	"B"	 0.07200	 0.07200	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-11-17	"S"	 0.08810	 0.08810	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-12-16	"B"	 0.01635	 0.01635	" "	""	NA	""	""	""	""	""
"CB3.3C"	1998-12-16	"S"	 0.04330	 0.04330	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-01-12	"B"	 0.03650	 0.03650	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-01-12	"S"	 0.07730	 0.07730	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-02-09	"B"	 0.01855	 0.01855	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-02-09	"S"	 0.54600	 0.54600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-03-17	"B"	 0.15300	 0.15300	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-03-17	"S"	 0.54800	 0.54800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-04-27	"B"	 0.10400	 0.10400	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-04-27	"S"	 0.62100	 0.62100	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-11	"B"	 0.10600	 0.10600	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-11	"S"	 0.34800	 0.34800	" "	""	NA	""	""	""	""	""
"CB3.3C"	1999-05-25	"B"	 0.04355	 0.04355	" "	""	NA	""	""	""	""	""
