"station"	"date"	"layer"	"tp..Data.values"	"tp..Data.value2"	"tp.remark.codes"	"tp.value.codes"	"tp.reporting.level"	"tp.reporting.method"	"tp.reporting.units"	"tp.analyte.method"	"tp.analyte.name"	"tp.unique.code"
"LE3.6"	2013-06-05	"B"	0.02180	0.02180	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-06-05	"S"	0.02160	0.02160	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-06-24	"B"	0.03170	0.03170	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-06-24	"S"	0.03510	0.03510	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-07-15	"B"	0.02840	0.02840	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-07-15	"S"	0.03510	0.03510	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-07-29	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-07-29	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-08-12	"B"	0.02400	0.02400	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-08-12	"S"	0.02950	0.02950	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-08-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-08-26	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-09-19	"B"	0.04850	0.04850	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-09-19	"S"	0.02830	0.02830	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-10-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-10-21	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-11-14	"B"	0.02630	0.02630	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-11-14	"S"	0.02050	0.02050	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-12-11	"B"	0.01510	0.01510	" "	""	NA	""	""	""	""	""
"LE3.6"	2013-12-11	"S"	0.01320	0.01320	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-02-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-02-17	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-03-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-03-20	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-04-22	"B"	0.01820	0.01820	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-04-22	"S"	0.01520	0.01520	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-05-12	"B"	0.02340	0.02340	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-05-12	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-06-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-06-02	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-06-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-06-23	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-07-07	"B"	0.02700	0.02700	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-07-07	"S"	0.03840	0.03840	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-07-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-07-21	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-08-04	"B"	0.03310	0.03310	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-08-04	"S"	0.03640	0.03640	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-08-27	"B"	0.03290	0.03290	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-08-27	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-09-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-09-16	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-10-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-10-20	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-12-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2014-12-15	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-01-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-01-16	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-03-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-03-12	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-04-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-04-07	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-05-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-05-06	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-06-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-06-02	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-06-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-06-22	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-07-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-07-07	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-08-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-08-03	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-08-26	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-08-26	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-10-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.6"	2015-10-20	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-01-06	"B"	0.24200	0.24200	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-01-06	"S"	0.13100	0.13100	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-03-03	"B"	0.30100	0.30100	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-03-03	"S"	0.09300	0.09300	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-04-01	"B"	0.12600	0.12600	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-04-01	"S"	0.06600	0.06600	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-04-28	"B"	0.09500	0.09500	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-04-28	"S"	0.05900	0.05900	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-05-12	"B"	0.07600	0.07600	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-05-12	"S"	0.08700	0.08700	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-05-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-05-27	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-06-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-06-16	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-07-14	"B"	0.15800	0.15800	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-07-14	"S"	0.10500	0.10500	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-07-28	"B"	0.23800	0.23800	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-07-28	"S"	0.08600	0.08600	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-08-11	"B"	0.10700	0.10700	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-08-11	"S"	0.09200	0.09200	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-08-25	"B"	0.09800	0.09800	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-08-25	"S"	0.07200	0.07200	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-09-09	"B"	0.10400	0.10400	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-09-09	"S"	0.07200	0.07200	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-09-29	"B"	0.07300	0.07300	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-09-29	"S"	0.05100	0.05100	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-10-14	"B"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-10-14	"S"	0.29700	0.29700	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-10-27	"B"	0.07900	0.07900	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-10-27	"S"	0.03700	0.03700	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-11-24	"B"	0.06400	0.06400	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-11-24	"S"	0.06400	0.06400	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-12-08	"B"	0.11000	0.11000	" "	""	NA	""	""	""	""	""
"TF2.2"	1986-12-08	"S"	0.08500	0.08500	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-01-05	"B"	0.11000	0.11000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-01-05	"S"	0.10000	0.10000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-02-25	"B"	0.12000	0.12000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-02-25	"S"	0.04000	0.04000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-03-11	"B"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-03-11	"S"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-03-23	"B"	0.06000	0.06000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-03-23	"S"	0.06000	0.06000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-04-06	"B"	0.13000	0.13000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-04-06	"S"	0.12000	0.12000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-04-21	"B"	0.16000	0.16000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-04-21	"S"	0.12000	0.12000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-05-06	"B"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-05-06	"S"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-05-18	"B"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-05-18	"S"	0.10000	0.10000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-06-01	"B"	0.04000	0.04000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-06-01	"S"	0.04000	0.04000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-06-15	"B"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-06-15	"S"	0.06000	0.06000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-07-06	"B"	0.12000	0.12000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-07-06	"S"	0.10000	0.10000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-07-20	"B"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-07-20	"S"	0.06000	0.06000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-08-03	"B"	0.09000	0.09000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-08-03	"S"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-08-17	"B"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-08-17	"S"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-09-01	"B"	0.16000	0.16000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-09-01	"S"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-09-14	"B"	0.10000	0.10000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-09-14	"S"	0.11000	0.11000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-10-05	"B"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-10-05	"S"	0.05000	0.05000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-10-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-10-19	"S"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-11-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-11-16	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-12-14	"B"	0.10000	0.10000	" "	""	NA	""	""	""	""	""
"TF2.2"	1987-12-14	"S"	0.09000	0.09000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-02-22	"B"	0.10900	0.10900	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-02-22	"S"	0.07800	0.07800	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-03-28	"B"	0.06000	0.06000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-03-28	"S"	0.04500	0.04500	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-04-11	"B"	0.14400	0.14400	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-04-11	"S"	0.10500	0.10500	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-04-25	"B"	0.11400	0.11400	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-04-25	"S"	0.04600	0.04600	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-05-09	"B"	0.12200	0.12200	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-05-09	"S"	0.10100	0.10100	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-05-23	"B"	0.11000	0.11000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-05-23	"S"	0.09500	0.09500	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-06-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-06-06	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-06-20	"B"	0.06300	0.06300	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-06-20	"S"	0.06700	0.06700	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-05	"B"	0.14900	0.14900	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-05	"S"	0.05700	0.05700	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-13	"B"	0.06100	0.06100	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-13	"S"	0.04400	0.04400	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-18	"B"	0.09400	0.09400	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-07-18	"S"	0.07800	0.07800	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-01	"B"	0.16800	0.16800	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-01	"S"	0.07200	0.07200	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-08	"B"	0.12500	0.12500	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-08	"S"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-08-22	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-09-06	"B"	0.10100	0.10100	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-09-06	"S"	0.06900	0.06900	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-09-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-09-19	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-10-03	"B"	0.05900	0.05900	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-10-03	"S"	0.04300	0.04300	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-10-17	"B"	0.10000	0.10000	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-10-17	"S"	0.01100	0.01100	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-11-14	"B"	0.04700	0.04700	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-11-14	"S"	0.04700	0.04700	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-12-05	"B"	0.10800	0.10800	" "	""	NA	""	""	""	""	""
"TF2.2"	1988-12-05	"S"	0.06200	0.06200	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-01-17	"B"	0.06000	0.06000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-01-17	"S"	0.06000	0.06000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-02-13	"B"	0.13000	0.13000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-02-13	"S"	0.09000	0.09000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-03-20	"B"	0.03000	0.03000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-03-20	"S"	0.05000	0.05000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-04-03	"B"	0.11000	0.11000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-04-03	"S"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-04-17	"B"	0.05000	0.05000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-04-17	"S"	0.03000	0.03000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-05-02	"B"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-05-02	"S"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-05-15	"B"	0.09000	0.09000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-05-15	"S"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-06-12	"B"	0.10000	0.10000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-06-12	"S"	0.09000	0.09000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-06-26	"B"	0.24000	0.24000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-06-26	"S"	0.13000	0.13000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-07-10	"B"	0.16000	0.16000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-07-10	"S"	0.09000	0.09000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-07-24	"B"	0.15000	0.15000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-07-24	"S"	0.10000	0.10000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-08-14	"B"	0.20000	0.20000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-08-14	"S"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-08-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-08-28	"S"	0.10000	0.10000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-09-11	"B"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-09-11	"S"	0.06000	0.06000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-09-25	"B"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-09-25	"S"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-10-10	"B"	0.25000	0.25000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-10-10	"S"	0.09000	0.09000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-10-23	"B"	0.13000	0.13000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-10-23	"S"	0.14000	0.14000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-11-13	"B"	0.13000	0.13000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-11-13	"S"	0.11000	0.11000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-12-11	"B"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	1989-12-11	"S"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-01-17	"B"	0.03700	0.03700	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-01-17	"S"	0.05900	0.05900	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-02-05	"B"	0.08700	0.08700	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-02-05	"S"	0.08200	0.08200	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-03-05	"B"	0.10300	0.10300	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-03-05	"S"	0.07900	0.07900	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-03-19	"B"	0.09600	0.09600	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-03-19	"S"	0.06600	0.06600	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-04-02	"B"	0.15100	0.15100	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-04-02	"S"	0.09000	0.09000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-04-16	"B"	0.10000	0.10000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-04-16	"S"	0.07800	0.07800	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-05-14	"B"	0.08400	0.08400	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-05-14	"S"	0.06900	0.06900	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-05-30	"B"	0.11600	0.11600	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-05-30	"S"	0.08700	0.08700	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-06-11	"B"	0.05900	0.05900	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-06-11	"S"	0.04500	0.04500	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-06-25	"B"	0.08600	0.08600	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-06-25	"S"	0.08100	0.08100	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-07-16	"B"	0.12100	0.12100	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-07-16	"S"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-07-30	"B"	0.15300	0.15300	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-07-30	"S"	0.07900	0.07900	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-08-13	"B"	0.57000	0.57000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-08-13	"S"	0.13400	0.13400	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-08-27	"B"	0.12700	0.12700	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-08-27	"S"	0.06400	0.06400	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-09-10	"B"	0.08500	0.08500	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-09-10	"S"	0.07000	0.07000	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-09-24	"B"	0.12800	0.12800	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-09-24	"S"	0.06100	0.06100	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-10-15	"B"	0.13300	0.13300	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-10-15	"S"	0.05600	0.05600	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-10-29	"B"	0.05300	0.05300	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-10-29	"S"	0.04300	0.04300	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-11-13	"B"	0.15600	0.15600	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-11-13	"S"	0.11100	0.11100	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-12-10	"B"	0.06300	0.06300	" "	""	NA	""	""	""	""	""
"TF2.2"	1990-12-10	"S"	0.06300	0.06300	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-01-10	"B"	0.09800	0.09800	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-01-10	"S"	0.03100	0.03100	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-02-11	"B"	0.05700	0.05700	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-02-11	"S"	0.10700	0.10700	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-03-12	"B"	0.06200	0.06200	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-03-12	"S"	0.05700	0.05700	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-03-25	"B"	0.24100	0.24100	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-03-25	"S"	0.14100	0.14100	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-04-08	"B"	0.06500	0.06500	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-04-08	"S"	0.05000	0.05000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-04-22	"B"	0.10700	0.10700	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-04-22	"S"	0.05200	0.05200	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-05-06	"B"	0.06800	0.06800	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-05-06	"S"	0.06800	0.06800	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-05-20	"B"	0.05800	0.05800	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-05-20	"S"	0.22000	0.22000	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-06-03	"B"	0.08100	0.08100	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-06-03	"S"	0.07200	0.07200	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-06-17	"B"	0.08800	0.08800	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-06-17	"S"	0.03900	0.03900	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-07-08	"B"	0.09500	0.09500	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-07-08	"S"	0.09200	0.09200	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-07-22	"B"	0.12200	0.12200	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-07-22	"S"	0.12400	0.12400	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-08-05	"B"	0.21100	0.21100	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-08-05	"S"	0.11900	0.11900	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-08-20	"B"	0.08200	0.08200	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-08-20	"S"	0.11200	0.11200	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-09-03	"B"	0.07200	0.07200	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-09-03	"S"	0.10200	0.10200	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-09-16	"B"	0.08500	0.08500	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-09-16	"S"	0.07400	0.07400	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-10-01	"B"	0.09600	0.09600	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-10-01	"S"	0.10600	0.10600	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-10-15	"B"	0.06900	0.06900	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-10-15	"S"	0.04900	0.04900	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-11-04	"B"	0.05500	0.05500	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-11-04	"S"	0.04900	0.04900	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-12-02	"B"	0.07500	0.07500	" "	""	NA	""	""	""	""	""
"TF2.2"	1991-12-02	"S"	0.08000	0.08000	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-01-06	"B"	0.23100	0.23100	" "	""	NA	""	""	""	""	""
"TF2.2"	1992-01-06	"S"	0.11400	0.11400	" "	""	NA	""	""	""	""	""
