"station"	"date"	"layer"	"do..Data.values"	"do..Data.value2"	"do.remark.codes"	"do.value.codes"	"do.reporting.level"	"do.reporting.method"	"do.reporting.units"	"do.analyte.method"	"do.analyte.name"	"do.unique.code"
"TF2.2"	2007-08-21	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-09-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-09-04	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-09-17	"B"	 7.100000	 7.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-09-17	"S"	 7.300000	 7.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-10-01	"B"	 6.900000	 6.900000	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-10-01	"S"	 7.000000	 7.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-10-15	"B"	 7.400000	 7.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-10-15	"S"	 7.800000	 7.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-11-05	"B"	 8.200000	 8.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-11-05	"S"	 8.400000	 8.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-12-11	"B"	11.500000	11.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2007-12-11	"S"	11.500000	11.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-01-14	"B"	12.400000	12.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-01-14	"S"	12.400000	12.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-02-12	"B"	13.000000	13.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-02-12	"S"	13.100000	13.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-03-03	"B"	11.800000	11.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-03-03	"S"	12.200000	12.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-03-18	"B"	10.200000	10.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-03-18	"S"	10.300000	10.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-04-14	"B"	 8.500000	 8.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-04-14	"S"	 8.500000	 8.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-04-28	"B"	 8.200000	 8.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-04-28	"S"	 8.400000	 8.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-05-14	"B"	10.500000	10.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-05-14	"S"	10.400000	10.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-05-27	"B"	 8.400000	 8.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-05-27	"S"	 8.400000	 8.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-06-09	"B"	 5.600000	 5.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-06-09	"S"	 5.400000	 5.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-06-23	"B"	 5.500000	 5.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-06-23	"S"	 6.500000	 6.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-07-07	"B"	 5.300000	 5.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-07-07	"S"	 5.600000	 5.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-07-21	"B"	 5.900000	 5.900000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-07-21	"S"	 7.000000	 7.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-08-11	"B"	 7.100000	 7.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-08-11	"S"	 6.400000	 6.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-08-25	"B"	 6.300000	 6.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-08-25	"S"	 6.500000	 6.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-09-02	"B"	 5.500000	 5.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-09-02	"S"	 5.600000	 5.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-09-15	"B"	 5.300000	 5.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-09-15	"S"	 5.400000	 5.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-10-06	"B"	 7.000000	 7.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-10-06	"S"	 7.000000	 7.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-10-20	"B"	 8.000000	 8.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-10-20	"S"	 8.000000	 8.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-11-17	"B"	 8.800000	 8.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-11-17	"S"	 8.800000	 8.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-12-15	"B"	11.900000	11.900000	" "	""	NA	""	""	""	""	""
"TF2.2"	2008-12-15	"S"	12.500000	12.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-01-12	"B"	13.200000	13.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-01-12	"S"	13.800000	13.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-02-09	"B"	13.000000	13.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-02-09	"S"	13.100000	13.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-03-05	"B"	12.400000	12.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-03-05	"S"	12.900000	12.900000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-03-16	"B"	11.000000	11.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-03-16	"S"	11.600000	11.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-04-13	"B"	 9.300000	 9.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-04-13	"S"	 9.500000	 9.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-04-27	"B"	 8.900000	 8.900000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-04-27	"S"	 9.200000	 9.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-05-11	"B"	 8.900000	 8.900000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-05-11	"S"	 9.100000	 9.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-06-15	"B"	 6.100000	 6.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-06-15	"S"	 6.400000	 6.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-06-29	"B"	 5.500000	 5.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-06-29	"S"	 6.000000	 6.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-07-13	"B"	 7.200000	 7.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-07-13	"S"	 8.100000	 8.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-07-27	"B"	 6.300000	 6.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-07-27	"S"	 6.200000	 6.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-08-10	"B"	 6.200000	 6.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-08-10	"S"	 7.500000	 7.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-08-24	"B"	 5.600000	 5.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-08-24	"S"	 6.400000	 6.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-09-14	"B"	 6.500000	 6.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-09-14	"S"	 6.800000	 6.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-09-28	"B"	 6.600000	 6.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-09-28	"S"	 6.600000	 6.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-10-05	"B"	 7.000000	 7.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-10-05	"S"	 7.100000	 7.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-10-19	"B"	 9.200000	 9.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-10-19	"S"	 9.200000	 9.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-11-16	"B"	 9.700000	 9.700000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-11-16	"S"	 9.800000	 9.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-12-07	"B"	11.100000	11.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2009-12-07	"S"	11.100000	11.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-01-27	"B"	12.000000	12.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-01-27	"S"	12.100000	12.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-02-22	"B"	12.100000	12.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-02-22	"S"	12.300000	12.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-03-15	"B"	10.900000	10.900000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-03-15	"S"	11.000000	11.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-04-12	"B"	 9.400000	 9.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-04-12	"S"	 9.500000	 9.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-05-10	"B"	 7.600000	 7.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-05-10	"S"	 7.000000	 7.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-06-22	"B"	 7.600000	 7.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-06-22	"S"	 8.500000	 8.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-07-12	"B"	 7.000000	 7.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-07-12	"S"	 8.000000	 8.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-08-23	"B"	 6.600000	 6.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-08-23	"S"	 7.000000	 7.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-09-21	"B"	 8.200000	 8.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-09-21	"S"	 9.100000	 9.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-10-18	"B"	 8.100000	 8.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-10-18	"S"	 8.300000	 8.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-11-15	"B"	 9.800000	 9.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2010-11-15	"S"	 9.900000	 9.900000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-02-07	"B"	12.500000	12.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-02-07	"S"	12.700000	12.700000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-03-08	"B"	11.700000	11.700000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-03-08	"S"	11.800000	11.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-04-11	"B"	10.000000	10.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-04-11	"S"	10.200000	10.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-05-16	"B"	 7.400000	 7.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-05-16	"S"	 7.400000	 7.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-06-20	"B"	 5.400000	 5.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-06-20	"S"	 5.500000	 5.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-07-11	"B"	 8.800000	 8.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-07-11	"S"	10.200000	10.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-08-01	"B"	 7.000000	 7.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-08-01	"S"	 9.500000	 9.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-08-15	"B"	 6.900000	 6.900000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-08-15	"S"	 8.100000	 8.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-09-12	"B"	 7.500000	 7.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-09-12	"S"	 7.600000	 7.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-10-11	"B"	 8.900000	 8.900000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-10-11	"S"	 9.000000	 9.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-11-14	"B"	10.600000	10.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-11-14	"S"	10.700000	10.700000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-12-12	"B"	12.800000	12.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2011-12-12	"S"	12.800000	12.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-01-09	"B"	13.300000	13.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-01-09	"S"	13.300000	13.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-02-06	"B"	12.100000	12.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-02-06	"S"	12.100000	12.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-03-12	"B"	11.400000	11.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-03-12	"S"	11.400000	11.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-04-16	"B"	10.500000	10.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-04-16	"S"	11.000000	11.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-05-07	"B"	 7.600000	 7.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-05-07	"S"	 7.700000	 7.700000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-06-18	"B"	 6.800000	 6.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-06-18	"S"	 6.700000	 6.700000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-07-16	"B"	 6.300000	 6.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-07-16	"S"	 8.100000	 8.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-08-13	"B"	 6.300000	 6.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-08-13	"S"	 8.200000	 8.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-09-10	"B"	 6.600000	 6.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-09-10	"S"	 7.100000	 7.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-10-09	"B"	 7.100000	 7.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-10-09	"S"	 7.300000	 7.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-11-15	"B"	10.500000	10.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-11-15	"S"	10.500000	10.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-12-12	"B"	10.800000	10.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2012-12-12	"S"	10.900000	10.900000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-01-14	"B"	12.600000	12.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-01-14	"S"	12.600000	12.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-02-11	"B"	13.100000	13.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-02-11	"S"	13.200000	13.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-03-11	"B"	12.300000	12.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-03-11	"S"	12.300000	12.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-04-08	"B"	11.100000	11.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-04-08	"S"	11.100000	11.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-05-06	"B"	 8.600000	 8.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-05-06	"S"	 8.700000	 8.700000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-06-17	"B"	 6.900000	 6.900000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-06-17	"S"	 7.300000	 7.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-07-15	"B"	 5.200000	 5.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-07-15	"S"	 5.700000	 5.700000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-08-12	"B"	 6.400000	 6.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-08-12	"S"	 7.300000	 7.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-09-09	"B"	 7.100000	 7.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-09-09	"S"	 7.400000	 7.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-10-08	"B"	 6.800000	 6.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-10-08	"S"	 6.800000	 6.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-11-18	"B"	10.200000	10.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-11-18	"S"	10.200000	10.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-12-09	"B"	11.900000	11.900000	" "	""	NA	""	""	""	""	""
"TF2.2"	2013-12-09	"S"	11.900000	11.900000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-01-13	"B"	13.900000	13.900000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-01-13	"S"	13.800000	13.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-02-20	"B"	13.700000	13.700000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-02-20	"S"	13.700000	13.700000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-03-10	"B"	13.300000	13.300000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-03-10	"S"	13.400000	13.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-04-08	"B"	10.600000	10.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-04-08	"S"	10.600000	10.600000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-05-12	"B"	 8.800000	 8.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-05-12	"S"	 8.900000	 8.900000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-06-16	"B"	 6.700000	 6.700000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-06-16	"S"	 6.800000	 6.800000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-07-07	"B"	 6.700000	 6.700000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-07-07	"S"	 7.200000	 7.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-08-18	"B"	 6.100000	 6.100000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-08-18	"S"	 7.000000	 7.000000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-09-08	"B"	 6.400000	 6.400000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-09-08	"S"	 6.500000	 6.500000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-10-07	"B"	 7.700000	 7.700000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-10-07	"S"	 7.700000	 7.700000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-11-19	"B"	11.200000	11.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-11-19	"S"	11.200000	11.200000	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-12-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2014-12-08	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-01-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-01-20	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-02-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-02-09	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-03-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-03-12	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-04-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-04-06	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-05-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-05-18	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-06-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-06-15	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-07-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-07-06	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-08-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-08-17	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-09-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-09-21	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-10-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"TF2.2"	2015-10-13	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-08-05	"B"	 7.000000	 7.000000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-08-05	"S"	 7.000000	 7.000000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-09-25	"B"	 6.600000	 6.600000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-09-25	"S"	 6.600000	 6.600000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-10-08	"B"	 8.000000	 8.000000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-10-08	"S"	 8.000000	 8.000000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-11-12	"B"	 9.200000	 9.200000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-11-12	"S"	 9.200000	 9.200000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-12-11	"B"	12.100000	12.100000	" "	""	NA	""	""	""	""	""
"WT2.1"	1985-12-11	"S"	12.000000	12.000000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-03-12	"B"	11.000000	11.000000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-03-12	"S"	11.000000	11.000000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-04-09	"B"	10.300000	10.300000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-04-09	"S"	10.100000	10.100000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-05-14	"B"	 8.800000	 8.800000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-05-14	"S"	 9.000000	 9.000000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-06-11	"B"	 7.300000	 7.300000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-06-11	"S"	 7.600000	 7.600000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-07-16	"B"	 6.800000	 6.800000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-07-16	"S"	 7.300000	 7.300000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-08-13	"B"	 8.400000	 8.400000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-08-13	"S"	 8.200000	 8.200000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-09-23	"B"	 9.000000	 9.000000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-09-23	"S"	 9.000000	 9.000000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-10-09	"B"	 8.500000	 8.500000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-10-09	"S"	 8.500000	 8.500000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-11-19	"B"	 7.300000	 7.300000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-11-19	"S"	 7.300000	 7.300000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-12-10	"B"	13.500000	13.500000	" "	""	NA	""	""	""	""	""
"WT2.1"	1986-12-10	"S"	13.200000	13.200000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-01-07	"B"	14.000000	14.000000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-01-07	"S"	13.900000	13.900000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-03-12	"B"	12.300000	12.300000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-03-12	"S"	12.200000	12.200000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-04-08	"B"	11.900000	11.900000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-04-08	"S"	12.000000	12.000000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-05-07	"B"	10.500000	10.500000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-05-07	"S"	10.400000	10.400000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-06-03	"B"	 6.300000	 6.300000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-06-03	"S"	 6.300000	 6.300000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-07-08	"B"	 5.900000	 5.900000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-07-08	"S"	 7.200000	 7.200000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-08-05	"B"	 6.900000	 6.900000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-08-05	"S"	 6.900000	 6.900000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-09-03	"B"	 9.100000	 9.100000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-09-03	"S"	 9.200000	 9.200000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-10-07	"B"	10.800000	10.800000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-10-07	"S"	10.800000	10.800000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-11-19	"B"	11.000000	11.000000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-11-19	"S"	11.000000	11.000000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-12-16	"B"	13.100000	13.100000	" "	""	NA	""	""	""	""	""
"WT2.1"	1987-12-16	"S"	12.700000	12.700000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-02-24	"B"	13.500000	13.500000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-02-24	"S"	13.500000	13.500000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-03-16	"B"	13.100000	13.100000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-03-16	"S"	13.500000	13.500000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-04-14	"B"	11.600000	11.600000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-04-14	"S"	11.600000	11.600000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-05-12	"B"	10.700000	10.700000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-05-12	"S"	10.800000	10.800000	" "	""	NA	""	""	""	""	""
"WT2.1"	1988-06-22	"B"	 8.300000	 8.300000	" "	""	NA	""	""	""	""	""
