"station"	"date"	"layer"	"secchi..Data.values"	"secchi..Data.value2"	"secchi.remark.codes"	"secchi.value.codes"	"secchi.reporting.level"	"secchi.reporting.method"	"secchi.reporting.units"	"secchi.analyte.method"	"secchi.analyte.name"	"secchi.unique.code"
"LE1.2"	2012-12-03	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-01-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-01-07	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-02-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-02-04	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-03-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-03-12	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-04-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-04-11	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-05-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-05-09	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-06-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-06-10	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-07-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-07-08	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-08-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-08-05	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-09-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-09-05	"S"	1.70	1.70	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-10-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-10-24	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-11-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-11-05	"S"	2.20	2.20	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-12-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2013-12-05	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-02-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-02-06	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-03-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-03-12	"S"	1.70	1.70	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-04-01	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-04-01	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-05-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-05-08	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-06-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-06-12	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-07-30	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-07-30	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-08-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-08-11	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-09-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-09-22	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-10-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-10-14	"S"	1.50	1.50	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-11-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-11-10	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-12-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2014-12-04	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-01-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-01-06	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-02-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-02-03	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-03-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-03-23	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-04-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-04-20	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-05-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-05-19	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-06-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-06-16	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-07-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-07-15	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-08-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-08-17	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-09-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-09-10	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-10-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE1.2"	2015-10-14	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-02-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-02-07	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-03-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-03-07	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-03-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-03-20	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-04-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-04-08	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-04-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-04-18	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-05-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-05-06	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-05-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-05-16	"S"	1.50	1.50	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-06-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-06-03	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-06-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-06-18	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-07-01	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-07-01	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-07-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-07-23	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-08-01	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-08-01	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-08-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-08-14	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-09-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-09-03	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-09-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-09-16	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-10-01	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-10-01	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-10-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-10-15	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-11-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-11-14	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-12-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1985-12-16	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-01-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-01-22	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-02-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-02-18	"S"	2.50	2.50	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-03-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-03-11	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-03-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-03-25	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-04-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-04-09	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-04-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-04-24	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-05-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-05-07	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-05-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-05-22	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-06-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-06-05	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-06-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-06-23	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-07-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-07-07	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-07-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-07-21	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-08-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-08-05	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-08-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-08-19	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-09-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-09-10	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-09-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-09-22	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-10-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-10-06	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-10-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-10-27	"S"	1.50	1.50	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-11-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-11-24	"S"	2.10	2.10	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-12-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1986-12-15	"S"	1.80	1.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-01-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-01-05	"S"	1.90	1.90	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-03-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-03-03	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-03-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-03-17	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-03-31	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-03-31	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-04-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-04-15	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-04-30	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-04-30	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-05-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-05-14	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-06-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-06-02	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-06-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-06-16	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-06-30	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-06-30	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-07-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-07-14	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-08-10	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-08-10	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-08-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-08-24	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-09-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-09-08	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-09-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-09-23	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-10-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-10-07	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-10-26	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-11-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-11-05	"S"	1.70	1.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-12-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1987-12-08	"S"	1.50	1.50	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-01-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-01-25	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-02-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-02-09	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-03-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-03-08	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-03-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-03-22	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-04-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-04-11	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-04-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-04-25	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-05-03	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-05-03	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-05-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-05-17	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-06-01	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-06-01	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-06-30	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-06-30	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-07-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-07-19	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-08-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-08-02	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-08-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-08-16	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-13	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-13	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-28	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-09-28	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-10-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-10-12	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-10-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-10-27	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-11-15	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-11-15	"S"	2.00	2.00	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-12-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1988-12-14	"S"	1.90	1.90	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-01-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-01-18	"S"	2.00	2.00	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-02-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-02-07	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-03-29	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-03-29	"S"	2.00	2.00	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-04-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-04-12	"S"	3.00	3.00	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-04-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-04-20	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-05-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-05-04	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-05-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-05-18	"S"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-06-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-06-05	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-06-19	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-06-19	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-07-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-07-05	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-07-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-07-18	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-08-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-08-02	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-08-17	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-08-17	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-09-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-09-05	"S"	1.20	1.20	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-09-18	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-09-18	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-10-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-10-02	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-10-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-10-16	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-11-01	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-11-01	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-12-07	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1989-12-07	"S"	1.40	1.40	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-01-16	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-01-16	"S"	1.60	1.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-02-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-02-12	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-03-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-03-12	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-03-27	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-03-27	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-04-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-04-09	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-04-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-04-24	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-05-08	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-05-08	"S"	1.10	1.10	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-05-24	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-05-24	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-06-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-06-25	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-07-09	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-07-09	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-07-23	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-07-23	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-08-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-08-06	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-08-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-08-21	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-09-05	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-09-05	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-09-20	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-09-20	"S"	0.90	0.90	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-10-04	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-10-04	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-10-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-10-22	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-11-06	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-11-06	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-12-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1990-12-11	"S"	1.30	1.30	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-01-02	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-01-02	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-02-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-02-21	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-03-12	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-03-12	"S"	0.50	0.50	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-03-21	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-03-21	"S"	0.80	0.80	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-04-01	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-04-01	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-04-22	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-04-22	"S"	1.00	1.00	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-04-30	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-04-30	"S"	0.60	0.60	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-05-14	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-05-14	"S"	0.40	0.40	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-06-11	"B"	NA	NA	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-06-11	"S"	0.70	0.70	" "	""	NA	""	""	""	""	""
"LE3.1"	1991-06-25	"B"	NA	NA	" "	""	NA	""	""	""	""	""
